time,Th1,Tfh,Tr1
1.55,125.0,329.0,206.0
1.6,117.0,316.0,206.0
1.65,116.0,309.0,204.0
1.7,113.0,293.0,195.0
1.75,111.0,286.0,191.0
1.8,113.0,280.0,186.0
1.85,112.0,265.0,180.0
1.9,112.0,258.0,179.0
1.95,107.0,248.0,180.0
2.0,107.0,248.0,180.0
2.05,105.0,252.0,174.0
2.1,106.0,244.0,169.0
2.15,100.0,244.0,168.0
2.2,99.0,238.0,162.0
2.25,95.0,233.0,161.0
2.3,92.0,230.0,154.0
2.35,92.0,219.0,144.0
2.4,92.0,215.0,133.0
2.45,87.0,214.0,131.0
2.5,86.0,205.0,127.0
2.55,81.0,198.0,124.0
2.6,78.0,193.0,124.0
2.65,78.0,191.0,122.0
2.7,75.0,190.0,117.0
2.75,73.0,180.0,114.0
2.8,68.0,179.0,115.0
2.85,70.0,173.0,112.0
2.9,70.0,168.0,112.0
2.95,68.0,161.0,112.0
3.0,65.0,159.0,103.0
3.05,64.0,149.0,101.0
3.1,61.0,141.0,97.0
3.15,61.0,132.0,96.0
3.2,56.0,129.0,98.0
3.25,55.0,131.0,96.0
3.3,55.0,126.0,93.0
3.35,53.0,122.0,87.0
3.4,51.0,110.0,84.0
3.45,50.0,101.0,78.0
3.5,49.0,97.0,74.0
3.55,47.0,95.0,72.0
3.6,45.0,92.0,72.0
3.65,47.0,90.0,70.0
3.7,46.0,87.0,67.0
3.75,43.0,85.0,63.0
3.8,43.0,84.0,63.0
3.85,40.0,82.0,63.0
3.9,41.0,81.0,58.0
3.95,40.0,78.0,55.0
4.0,40.0,76.0,55.0
4.05,39.0,76.0,50.0
4.1,39.0,75.0,48.0
4.15,39.0,71.0,47.0
4.2,39.0,69.0,46.0
4.25,38.0,63.0,44.0
4.3,31.0,64.0,43.0
4.35,29.0,61.0,43.0
4.4,29.0,58.0,40.0
4.45,29.0,54.0,40.0
4.5,26.0,51.0,36.0
4.55,26.0,51.0,35.0
4.6,25.0,49.0,33.0
4.65,25.0,50.0,32.0
4.7,24.0,48.0,30.0
4.75,23.0,44.0,31.0
4.8,21.0,42.0,31.0
4.85,20.0,42.0,29.0
4.9,20.0,40.0,28.0
4.95,19.0,39.0,26.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,24.0,36.0,37.0
0.1,39.0,87.0,67.0
0.15,57.0,133.0,88.0
0.2,69.0,187.0,106.0
0.25,85.0,227.0,116.0
0.3,99.0,252.0,135.0
0.35,114.0,281.0,157.0
0.4,117.0,298.0,169.0
0.45,125.0,324.0,180.0
0.5,130.0,343.0,181.0
0.55,142.0,352.0,192.0
0.6,142.0,344.0,195.0
0.65,139.0,351.0,196.0
0.7,143.0,356.0,194.0
0.75,149.0,369.0,206.0
0.8,151.0,375.0,217.0
0.85,148.0,377.0,225.0
0.9,144.0,387.0,229.0
0.95,144.0,392.0,227.0
1.0,148.0,386.0,228.0
1.05,144.0,376.0,221.0
1.1,146.0,374.0,218.0
1.15,145.0,375.0,216.0
1.2,145.0,370.0,218.0
1.25,145.0,359.0,206.0
1.3,142.0,343.0,200.0
1.35,140.0,352.0,193.0
1.4,146.0,348.0,187.0
1.45,141.0,347.0,187.0
1.5,136.0,344.0,181.0
1.55,131.0,326.0,178.0
1.6,132.0,317.0,177.0
1.65,125.0,309.0,173.0
1.7,124.0,310.0,175.0
1.75,121.0,297.0,170.0
1.8,116.0,284.0,164.0
1.85,115.0,271.0,159.0
1.9,110.0,263.0,154.0
1.95,105.0,259.0,152.0
2.0,102.0,260.0,150.0
2.05,101.0,251.0,140.0
2.1,99.0,247.0,139.0
2.15,98.0,242.0,133.0
2.2,95.0,235.0,130.0
2.25,93.0,236.0,130.0
2.3,89.0,234.0,132.0
2.35,83.0,225.0,125.0
2.4,85.0,219.0,119.0
2.45,79.0,209.0,117.0
2.5,79.0,203.0,114.0
2.55,77.0,194.0,113.0
2.6,74.0,185.0,106.0
2.65,69.0,178.0,102.0
2.7,67.0,180.0,99.0
2.75,65.0,173.0,96.0
2.8,64.0,170.0,92.0
2.85,64.0,163.0,91.0
2.9,65.0,162.0,87.0
2.95,65.0,162.0,83.0
3.0,63.0,156.0,80.0
3.05,60.0,156.0,76.0
3.1,57.0,149.0,75.0
3.15,56.0,146.0,70.0
3.2,56.0,143.0,65.0
3.25,55.0,138.0,64.0
3.3,55.0,131.0,61.0
3.35,50.0,126.0,57.0
3.4,49.0,123.0,52.0
3.45,46.0,122.0,54.0
3.5,44.0,118.0,51.0
3.55,42.0,117.0,51.0
3.6,41.0,115.0,50.0
3.65,38.0,114.0,48.0
3.7,35.0,110.0,46.0
3.75,34.0,107.0,43.0
3.8,34.0,103.0,43.0
3.85,33.0,91.0,40.0
3.9,32.0,86.0,38.0
3.95,29.0,81.0,37.0
4.0,29.0,79.0,35.0
4.05,27.0,72.0,31.0
4.1,27.0,70.0,30.0
4.15,26.0,71.0,30.0
4.2,27.0,70.0,27.0
4.25,25.0,66.0,25.0
4.3,23.0,62.0,25.0
4.35,23.0,58.0,24.0
4.4,23.0,54.0,25.0
4.45,23.0,51.0,25.0
4.5,22.0,50.0,24.0
4.55,21.0,49.0,23.0
4.6,22.0,44.0,22.0
4.65,23.0,44.0,22.0
4.7,22.0,42.0,20.0
4.75,21.0,40.0,19.0
4.8,20.0,39.0,15.0
4.85,19.0,39.0,14.0
4.9,19.0,37.0,14.0
4.95,19.0,35.0,10.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,19.0,57.0,24.0
0.1,41.0,104.0,52.0
0.15,60.0,143.0,65.0
0.2,73.0,176.0,82.0
0.25,88.0,215.0,102.0
0.3,99.0,245.0,128.0
0.35,107.0,272.0,138.0
0.4,119.0,306.0,158.0
0.45,124.0,327.0,167.0
0.5,132.0,339.0,170.0
0.55,142.0,346.0,177.0
0.6,142.0,354.0,185.0
0.65,145.0,361.0,196.0
0.7,140.0,361.0,200.0
0.75,146.0,363.0,209.0
0.8,150.0,371.0,209.0
0.85,150.0,374.0,214.0
0.9,157.0,376.0,217.0
0.95,159.0,378.0,211.0
1.0,168.0,390.0,215.0
1.05,166.0,385.0,219.0
1.1,157.0,389.0,219.0
1.15,161.0,378.0,227.0
1.2,168.0,364.0,230.0
1.25,165.0,355.0,225.0
1.3,166.0,348.0,225.0
1.35,167.0,343.0,221.0
1.4,164.0,342.0,224.0
1.45,162.0,336.0,215.0
1.5,163.0,333.0,210.0
1.55,156.0,336.0,201.0
1.6,151.0,335.0,197.0
1.65,142.0,325.0,195.0
1.7,141.0,323.0,195.0
1.75,139.0,310.0,184.0
1.8,130.0,301.0,185.0
1.85,131.0,296.0,181.0
1.9,131.0,289.0,180.0
1.95,129.0,274.0,169.0
2.0,126.0,271.0,166.0
2.05,118.0,259.0,159.0
2.1,116.0,254.0,157.0
2.15,115.0,246.0,154.0
2.2,105.0,233.0,149.0
2.25,102.0,229.0,147.0
2.3,102.0,219.0,142.0
2.35,96.0,217.0,145.0
2.4,98.0,208.0,140.0
2.45,93.0,202.0,136.0
2.5,88.0,198.0,133.0
2.55,87.0,197.0,127.0
2.6,85.0,196.0,122.0
2.65,83.0,185.0,121.0
2.7,80.0,176.0,119.0
2.75,75.0,168.0,114.0
2.8,73.0,163.0,109.0
2.85,70.0,158.0,102.0
2.9,67.0,147.0,101.0
2.95,68.0,141.0,103.0
3.0,66.0,138.0,100.0
3.05,61.0,133.0,94.0
3.1,60.0,129.0,90.0
3.15,60.0,122.0,86.0
3.2,55.0,118.0,79.0
3.25,53.0,115.0,78.0
3.3,50.0,111.0,72.0
3.35,46.0,108.0,69.0
3.4,48.0,106.0,68.0
3.45,47.0,103.0,66.0
3.5,45.0,101.0,64.0
3.55,45.0,101.0,64.0
3.6,43.0,93.0,63.0
3.65,40.0,89.0,59.0
3.7,38.0,84.0,57.0
3.75,37.0,81.0,57.0
3.8,36.0,81.0,53.0
3.85,34.0,80.0,52.0
3.9,31.0,79.0,51.0
3.95,32.0,76.0,53.0
4.0,31.0,73.0,51.0
4.05,30.0,71.0,48.0
4.1,28.0,70.0,46.0
4.15,27.0,66.0,44.0
4.2,26.0,59.0,41.0
4.25,28.0,58.0,40.0
4.3,28.0,58.0,40.0
4.35,27.0,54.0,37.0
4.4,23.0,53.0,36.0
4.45,23.0,51.0,35.0
4.5,22.0,47.0,35.0
4.55,21.0,43.0,34.0
4.6,21.0,40.0,34.0
4.65,22.0,36.0,34.0
4.7,23.0,31.0,34.0
4.75,22.0,31.0,34.0
4.8,21.0,30.0,34.0
4.85,19.0,27.0,34.0
4.9,20.0,26.0,32.0
4.95,20.0,27.0,32.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,15.0,51.0,28.0
0.1,37.0,91.0,62.0
0.15,55.0,121.0,77.0
0.2,67.0,154.0,94.0
0.25,81.0,186.0,102.0
0.3,95.0,216.0,120.0
0.35,101.0,237.0,136.0
0.4,113.0,272.0,151.0
0.45,113.0,288.0,167.0
0.5,119.0,299.0,173.0
0.55,125.0,306.0,184.0
0.6,133.0,325.0,186.0
0.65,141.0,341.0,189.0
0.7,145.0,357.0,194.0
0.75,151.0,363.0,193.0
0.8,151.0,373.0,201.0
0.85,151.0,372.0,201.0
0.9,152.0,380.0,198.0
0.95,156.0,384.0,201.0
1.0,161.0,389.0,201.0
1.05,158.0,376.0,199.0
1.1,164.0,371.0,196.0
1.15,162.0,380.0,198.0
1.2,159.0,373.0,202.0
1.25,155.0,366.0,204.0
1.3,149.0,362.0,206.0
1.35,147.0,369.0,201.0
1.4,139.0,364.0,198.0
1.45,137.0,356.0,188.0
1.5,139.0,346.0,186.0
1.55,139.0,343.0,183.0
1.6,139.0,348.0,181.0
1.65,142.0,350.0,175.0
1.7,135.0,345.0,171.0
1.75,133.0,341.0,168.0
1.8,132.0,331.0,160.0
1.85,134.0,316.0,160.0
1.9,129.0,307.0,159.0
1.95,126.0,305.0,157.0
2.0,123.0,297.0,154.0
2.05,120.0,289.0,156.0
2.1,119.0,280.0,154.0
2.15,110.0,275.0,153.0
2.2,106.0,266.0,149.0
2.25,105.0,257.0,144.0
2.3,102.0,255.0,144.0
2.35,100.0,246.0,143.0
2.4,95.0,232.0,144.0
2.45,89.0,228.0,137.0
2.5,93.0,216.0,135.0
2.55,91.0,212.0,125.0
2.6,85.0,206.0,121.0
2.65,82.0,202.0,114.0
2.7,79.0,200.0,109.0
2.75,76.0,196.0,109.0
2.8,73.0,188.0,106.0
2.85,71.0,181.0,99.0
2.9,69.0,174.0,98.0
2.95,70.0,168.0,97.0
3.0,67.0,163.0,88.0
3.05,65.0,160.0,86.0
3.1,61.0,158.0,83.0
3.15,54.0,153.0,81.0
3.2,49.0,148.0,77.0
3.25,48.0,141.0,76.0
3.3,44.0,137.0,75.0
3.35,46.0,135.0,75.0
3.4,45.0,131.0,68.0
3.45,45.0,128.0,65.0
3.5,46.0,123.0,65.0
3.55,43.0,117.0,65.0
3.6,42.0,113.0,63.0
3.65,39.0,109.0,59.0
3.7,38.0,101.0,58.0
3.75,37.0,99.0,54.0
3.8,35.0,90.0,53.0
3.85,32.0,88.0,53.0
3.9,32.0,82.0,51.0
3.95,31.0,80.0,50.0
4.0,30.0,80.0,48.0
4.05,27.0,74.0,45.0
4.1,26.0,72.0,46.0
4.15,21.0,65.0,45.0
4.2,20.0,64.0,41.0
4.25,15.0,61.0,38.0
4.3,14.0,60.0,37.0
4.35,13.0,59.0,36.0
4.4,12.0,58.0,35.0
4.45,12.0,53.0,31.0
4.5,11.0,52.0,29.0
4.55,10.0,51.0,27.0
4.6,10.0,50.0,25.0
4.65,11.0,49.0,24.0
4.7,11.0,47.0,25.0
4.75,11.0,46.0,23.0
4.8,11.0,44.0,23.0
4.85,11.0,43.0,21.0
4.9,11.0,43.0,20.0
4.95,10.0,39.0,20.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,25.0,52.0,26.0
0.1,40.0,101.0,57.0
0.15,62.0,133.0,77.0
0.2,75.0,174.0,98.0
0.25,87.0,205.0,127.0
0.3,110.0,230.0,137.0
0.35,115.0,253.0,149.0
0.4,123.0,265.0,162.0
0.45,131.0,288.0,180.0
0.5,141.0,308.0,194.0
0.55,145.0,324.0,198.0
0.6,149.0,335.0,207.0
0.65,156.0,346.0,211.0
0.7,164.0,355.0,218.0
0.75,164.0,366.0,217.0
0.8,167.0,370.0,221.0
0.85,167.0,364.0,226.0
0.9,165.0,373.0,232.0
0.95,167.0,377.0,232.0
1.0,166.0,381.0,232.0
1.05,160.0,374.0,224.0
1.1,160.0,372.0,228.0
1.15,158.0,376.0,229.0
1.2,156.0,387.0,222.0
1.25,153.0,380.0,223.0
1.3,149.0,369.0,220.0
1.35,147.0,361.0,216.0
1.4,137.0,365.0,209.0
1.45,142.0,358.0,209.0
1.5,143.0,352.0,204.0
1.55,148.0,350.0,198.0
1.6,146.0,338.0,195.0
1.65,144.0,340.0,197.0
1.7,145.0,330.0,189.0
1.75,139.0,322.0,184.0
1.8,141.0,323.0,178.0
1.85,134.0,315.0,175.0
1.9,128.0,306.0,168.0
1.95,123.0,304.0,164.0
2.0,119.0,294.0,160.0
2.05,111.0,280.0,159.0
2.1,110.0,278.0,156.0
2.15,106.0,266.0,154.0
2.2,101.0,257.0,153.0
2.25,102.0,252.0,145.0
2.3,98.0,242.0,150.0
2.35,97.0,232.0,144.0
2.4,96.0,224.0,142.0
2.45,88.0,215.0,130.0
2.5,83.0,208.0,125.0
2.55,83.0,201.0,120.0
2.6,83.0,192.0,115.0
2.65,80.0,183.0,110.0
2.7,76.0,179.0,106.0
2.75,71.0,176.0,104.0
2.8,68.0,170.0,101.0
2.85,63.0,166.0,101.0
2.9,64.0,166.0,98.0
2.95,64.0,158.0,95.0
3.0,64.0,155.0,94.0
3.05,60.0,154.0,94.0
3.1,56.0,149.0,91.0
3.15,52.0,143.0,84.0
3.2,48.0,136.0,82.0
3.25,43.0,135.0,77.0
3.3,43.0,128.0,70.0
3.35,42.0,123.0,69.0
3.4,38.0,115.0,66.0
3.45,38.0,109.0,63.0
3.5,37.0,107.0,58.0
3.55,33.0,107.0,56.0
3.6,32.0,104.0,52.0
3.65,32.0,99.0,50.0
3.7,31.0,99.0,47.0
3.75,30.0,94.0,46.0
3.8,29.0,89.0,46.0
3.85,28.0,86.0,45.0
3.9,29.0,84.0,43.0
3.95,26.0,86.0,42.0
4.0,26.0,82.0,40.0
4.05,26.0,78.0,39.0
4.1,26.0,77.0,37.0
4.15,25.0,75.0,34.0
4.2,25.0,68.0,32.0
4.25,25.0,65.0,30.0
4.3,25.0,58.0,29.0
4.35,24.0,58.0,27.0
4.4,22.0,59.0,25.0
4.45,21.0,62.0,25.0
4.5,20.0,62.0,24.0
4.55,20.0,59.0,24.0
4.6,20.0,57.0,25.0
4.65,20.0,56.0,26.0
4.7,18.0,53.0,24.0
4.75,16.0,50.0,23.0
4.8,16.0,49.0,22.0
4.85,16.0,49.0,20.0
4.9,15.0,47.0,21.0
4.95,13.0,45.0,20.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,19.0,44.0,24.0
0.1,36.0,89.0,56.0
0.15,50.0,129.0,83.0
0.2,68.0,161.0,107.0
0.25,81.0,196.0,127.0
0.3,96.0,229.0,143.0
0.35,111.0,246.0,155.0
0.4,123.0,260.0,161.0
0.45,124.0,270.0,172.0
0.5,137.0,291.0,189.0
0.55,144.0,309.0,201.0
0.6,149.0,318.0,204.0
0.65,146.0,324.0,208.0
0.7,145.0,338.0,218.0
0.75,149.0,348.0,224.0
0.8,148.0,360.0,231.0
0.85,149.0,351.0,233.0
0.9,156.0,363.0,240.0
0.95,161.0,366.0,240.0
1.0,161.0,371.0,245.0
1.05,165.0,379.0,247.0
1.1,163.0,382.0,236.0
1.15,162.0,383.0,232.0
1.2,163.0,371.0,230.0
1.25,163.0,369.0,221.0
1.3,159.0,366.0,223.0
1.35,156.0,360.0,220.0
1.4,157.0,356.0,217.0
1.45,160.0,348.0,214.0
1.5,160.0,344.0,212.0
1.55,155.0,343.0,209.0
1.6,155.0,339.0,208.0
1.65,155.0,329.0,203.0
1.7,150.0,316.0,195.0
1.75,147.0,307.0,189.0
1.8,143.0,303.0,188.0
1.85,133.0,301.0,185.0
1.9,128.0,299.0,186.0
1.95,130.0,293.0,181.0
2.0,129.0,273.0,170.0
2.05,122.0,265.0,164.0
2.1,121.0,264.0,160.0
2.15,118.0,243.0,154.0
2.2,116.0,231.0,149.0
2.25,110.0,225.0,141.0
2.3,104.0,213.0,136.0
2.35,100.0,209.0,130.0
2.4,95.0,203.0,126.0
2.45,96.0,199.0,120.0
2.5,91.0,193.0,118.0
2.55,89.0,187.0,115.0
2.6,90.0,184.0,115.0
2.65,88.0,176.0,112.0
2.7,83.0,164.0,108.0
2.75,82.0,162.0,106.0
2.8,80.0,162.0,99.0
2.85,79.0,157.0,93.0
2.9,77.0,151.0,95.0
2.95,79.0,148.0,89.0
3.0,77.0,142.0,84.0
3.05,71.0,143.0,82.0
3.1,67.0,138.0,79.0
3.15,66.0,127.0,76.0
3.2,62.0,126.0,76.0
3.25,57.0,115.0,70.0
3.3,52.0,113.0,68.0
3.35,49.0,105.0,69.0
3.4,49.0,100.0,68.0
3.45,49.0,102.0,62.0
3.5,45.0,100.0,58.0
3.55,44.0,95.0,55.0
3.6,42.0,98.0,55.0
3.65,42.0,92.0,55.0
3.7,40.0,83.0,52.0
3.75,39.0,81.0,52.0
3.8,38.0,79.0,49.0
3.85,36.0,76.0,48.0
3.9,34.0,74.0,49.0
3.95,31.0,73.0,47.0
4.0,31.0,69.0,44.0
4.05,30.0,66.0,43.0
4.1,30.0,64.0,42.0
4.15,24.0,63.0,41.0
4.2,23.0,60.0,41.0
4.25,21.0,62.0,39.0
4.3,22.0,61.0,38.0
4.35,23.0,58.0,37.0
4.4,23.0,56.0,32.0
4.45,22.0,54.0,30.0
4.5,22.0,51.0,29.0
4.55,23.0,52.0,27.0
4.6,22.0,51.0,24.0
4.65,21.0,50.0,22.0
4.7,20.0,48.0,19.0
4.75,19.0,45.0,19.0
4.8,19.0,43.0,16.0
4.85,18.0,38.0,16.0
4.9,17.0,37.0,15.0
4.95,17.0,36.0,13.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,18.0,36.0,35.0
0.1,33.0,89.0,59.0
0.15,48.0,126.0,83.0
0.2,63.0,165.0,107.0
0.25,80.0,202.0,125.0
0.3,91.0,221.0,145.0
0.35,103.0,245.0,154.0
0.4,114.0,266.0,164.0
0.45,123.0,284.0,171.0
0.5,130.0,302.0,190.0
0.55,134.0,330.0,201.0
0.6,135.0,339.0,204.0
0.65,137.0,340.0,220.0
0.7,140.0,348.0,225.0
0.75,148.0,368.0,215.0
0.8,149.0,378.0,220.0
0.85,156.0,384.0,215.0
0.9,155.0,396.0,220.0
0.95,155.0,394.0,223.0
1.0,161.0,394.0,227.0
1.05,159.0,397.0,218.0
1.1,159.0,399.0,217.0
1.15,157.0,392.0,212.0
1.2,155.0,398.0,210.0
1.25,152.0,390.0,208.0
1.3,149.0,385.0,207.0
1.35,141.0,372.0,209.0
1.4,137.0,369.0,202.0
1.45,137.0,364.0,197.0
1.5,137.0,357.0,193.0
1.55,128.0,350.0,192.0
1.6,129.0,352.0,187.0
1.65,127.0,353.0,184.0
1.7,126.0,339.0,186.0
1.75,118.0,332.0,183.0
1.8,113.0,325.0,181.0
1.85,111.0,313.0,172.0
1.9,112.0,310.0,173.0
1.95,112.0,302.0,165.0
2.0,109.0,301.0,160.0
2.05,105.0,299.0,163.0
2.1,106.0,293.0,158.0
2.15,100.0,288.0,158.0
2.2,101.0,270.0,153.0
2.25,91.0,263.0,146.0
2.3,92.0,259.0,138.0
2.35,93.0,251.0,133.0
2.4,91.0,244.0,127.0
2.45,91.0,240.0,127.0
2.5,86.0,228.0,123.0
2.55,86.0,218.0,122.0
2.6,83.0,212.0,122.0
2.65,83.0,205.0,116.0
2.7,82.0,201.0,115.0
2.75,81.0,200.0,114.0
2.8,78.0,192.0,111.0
2.85,78.0,180.0,106.0
2.9,74.0,178.0,102.0
2.95,74.0,174.0,99.0
3.0,74.0,167.0,96.0
3.05,72.0,157.0,92.0
3.1,70.0,151.0,88.0
3.15,66.0,145.0,82.0
3.2,62.0,140.0,79.0
3.25,58.0,137.0,74.0
3.3,56.0,131.0,69.0
3.35,56.0,125.0,65.0
3.4,55.0,117.0,64.0
3.45,56.0,111.0,61.0
3.5,52.0,106.0,59.0
3.55,53.0,103.0,56.0
3.6,54.0,101.0,54.0
3.65,51.0,96.0,54.0
3.7,51.0,94.0,52.0
3.75,48.0,89.0,52.0
3.8,46.0,89.0,51.0
3.85,45.0,85.0,47.0
3.9,44.0,80.0,44.0
3.95,39.0,79.0,45.0
4.0,39.0,75.0,44.0
4.05,41.0,72.0,42.0
4.1,37.0,67.0,41.0
4.15,36.0,64.0,39.0
4.2,34.0,62.0,36.0
4.25,32.0,61.0,36.0
4.3,32.0,60.0,34.0
4.35,32.0,59.0,34.0
4.4,34.0,57.0,32.0
4.45,33.0,55.0,31.0
4.5,32.0,54.0,30.0
4.55,31.0,53.0,28.0
4.6,30.0,48.0,28.0
4.65,28.0,45.0,26.0
4.7,27.0,44.0,26.0
4.75,27.0,44.0,25.0
4.8,23.0,41.0,24.0
4.85,23.0,40.0,21.0
4.9,21.0,40.0,21.0
4.95,19.0,40.0,23.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,28.0,44.0,29.0
0.1,38.0,86.0,55.0
0.15,61.0,118.0,79.0
0.2,76.0,153.0,89.0
0.25,86.0,182.0,105.0
0.3,92.0,214.0,127.0
0.35,110.0,246.0,139.0
0.4,116.0,271.0,151.0
0.45,121.0,279.0,163.0
0.5,126.0,291.0,165.0
0.55,128.0,309.0,177.0
0.6,137.0,317.0,184.0
0.65,149.0,323.0,193.0
0.7,155.0,344.0,194.0
0.75,153.0,345.0,199.0
0.8,155.0,347.0,198.0
0.85,153.0,357.0,206.0
0.9,158.0,357.0,208.0
0.95,161.0,354.0,213.0
1.0,163.0,360.0,218.0
1.05,162.0,363.0,211.0
1.1,157.0,358.0,224.0
1.15,152.0,366.0,222.0
1.2,153.0,357.0,216.0
1.25,153.0,353.0,212.0
1.3,153.0,357.0,204.0
1.35,157.0,356.0,199.0
1.4,155.0,360.0,194.0
1.45,152.0,360.0,189.0
1.5,153.0,360.0,182.0
1.55,145.0,354.0,175.0
1.6,142.0,344.0,175.0
1.65,138.0,334.0,174.0
1.7,138.0,325.0,171.0
1.75,134.0,309.0,172.0
1.8,134.0,298.0,167.0
1.85,131.0,299.0,166.0
1.9,127.0,285.0,165.0
1.95,117.0,283.0,160.0
2.0,115.0,286.0,161.0
2.05,116.0,281.0,156.0
2.1,106.0,272.0,152.0
2.15,106.0,263.0,150.0
2.2,101.0,261.0,149.0
2.25,101.0,253.0,140.0
2.3,97.0,243.0,135.0
2.35,97.0,243.0,131.0
2.4,95.0,241.0,127.0
2.45,94.0,227.0,124.0
2.5,87.0,222.0,119.0
2.55,81.0,215.0,122.0
2.6,77.0,202.0,116.0
2.65,75.0,195.0,109.0
2.7,74.0,187.0,105.0
2.75,74.0,185.0,99.0
2.8,71.0,182.0,94.0
2.85,71.0,173.0,93.0
2.9,71.0,166.0,90.0
2.95,66.0,160.0,87.0
3.0,64.0,155.0,81.0
3.05,65.0,151.0,76.0
3.1,61.0,149.0,74.0
3.15,62.0,143.0,75.0
3.2,60.0,140.0,72.0
3.25,55.0,131.0,71.0
3.3,51.0,131.0,70.0
3.35,46.0,128.0,67.0
3.4,43.0,122.0,67.0
3.45,43.0,113.0,62.0
3.5,42.0,108.0,64.0
3.55,42.0,107.0,65.0
3.6,39.0,107.0,67.0
3.65,38.0,103.0,66.0
3.7,37.0,98.0,63.0
3.75,33.0,93.0,60.0
3.8,32.0,88.0,60.0
3.85,29.0,83.0,57.0
3.9,27.0,79.0,53.0
3.95,26.0,77.0,48.0
4.0,28.0,73.0,47.0
4.05,28.0,68.0,44.0
4.1,28.0,66.0,42.0
4.15,27.0,64.0,41.0
4.2,27.0,59.0,40.0
4.25,27.0,57.0,35.0
4.3,24.0,56.0,32.0
4.35,23.0,55.0,31.0
4.4,22.0,53.0,28.0
4.45,22.0,53.0,26.0
4.5,21.0,52.0,24.0
4.55,20.0,48.0,23.0
4.6,21.0,46.0,23.0
4.65,20.0,44.0,22.0
4.7,20.0,43.0,23.0
4.75,18.0,41.0,21.0
4.8,18.0,38.0,22.0
4.85,17.0,38.0,20.0
4.9,18.0,36.0,19.0
4.95,16.0,35.0,19.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,22.0,51.0,34.0
0.1,39.0,89.0,66.0
0.15,54.0,124.0,91.0
0.2,66.0,155.0,115.0
0.25,80.0,187.0,136.0
0.3,89.0,210.0,148.0
0.35,103.0,226.0,161.0
0.4,104.0,253.0,176.0
0.45,112.0,266.0,182.0
0.5,120.0,276.0,190.0
0.55,123.0,299.0,199.0
0.6,125.0,306.0,211.0
0.65,131.0,326.0,226.0
0.7,138.0,351.0,225.0
0.75,142.0,367.0,232.0
0.8,146.0,374.0,231.0
0.85,144.0,376.0,231.0
0.9,144.0,374.0,223.0
0.95,138.0,374.0,223.0
1.0,133.0,384.0,219.0
1.05,136.0,389.0,210.0
1.1,134.0,378.0,208.0
1.15,129.0,373.0,205.0
1.2,130.0,375.0,208.0
1.25,128.0,371.0,207.0
1.3,129.0,363.0,206.0
1.35,133.0,356.0,201.0
1.4,129.0,352.0,199.0
1.45,126.0,354.0,203.0
1.5,118.0,347.0,198.0
1.55,113.0,339.0,199.0
1.6,110.0,344.0,201.0
1.65,107.0,330.0,195.0
1.7,107.0,321.0,192.0
1.75,109.0,313.0,186.0
1.8,110.0,301.0,185.0
1.85,103.0,289.0,182.0
1.9,98.0,283.0,173.0
1.95,92.0,274.0,174.0
2.0,86.0,263.0,169.0
2.05,81.0,256.0,164.0
2.1,83.0,247.0,156.0
2.15,76.0,239.0,147.0
2.2,73.0,232.0,137.0
2.25,79.0,219.0,134.0
2.3,81.0,214.0,133.0
2.35,81.0,207.0,131.0
2.4,77.0,206.0,127.0
2.45,74.0,205.0,125.0
2.5,75.0,199.0,119.0
2.55,70.0,203.0,117.0
2.6,66.0,194.0,115.0
2.65,64.0,191.0,110.0
2.7,63.0,187.0,109.0
2.75,61.0,180.0,104.0
2.8,59.0,172.0,100.0
2.85,60.0,161.0,95.0
2.9,55.0,152.0,93.0
2.95,52.0,145.0,90.0
3.0,56.0,144.0,91.0
3.05,54.0,137.0,86.0
3.1,51.0,129.0,86.0
3.15,51.0,127.0,80.0
3.2,49.0,120.0,76.0
3.25,51.0,117.0,76.0
3.3,49.0,103.0,71.0
3.35,49.0,105.0,67.0
3.4,51.0,103.0,66.0
3.45,49.0,98.0,63.0
3.5,47.0,95.0,61.0
3.55,47.0,93.0,61.0
3.6,45.0,91.0,58.0
3.65,38.0,87.0,56.0
3.7,36.0,88.0,56.0
3.75,36.0,84.0,56.0
3.8,36.0,81.0,55.0
3.85,36.0,77.0,52.0
3.9,33.0,73.0,52.0
3.95,31.0,68.0,47.0
4.0,27.0,66.0,46.0
4.05,27.0,62.0,43.0
4.1,26.0,59.0,43.0
4.15,24.0,56.0,42.0
4.2,22.0,55.0,40.0
4.25,22.0,53.0,37.0
4.3,21.0,49.0,35.0
4.35,21.0,47.0,33.0
4.4,21.0,45.0,29.0
4.45,19.0,43.0,29.0
4.5,19.0,42.0,29.0
4.55,18.0,42.0,26.0
4.6,18.0,41.0,25.0
4.65,17.0,39.0,25.0
4.7,15.0,37.0,24.0
4.75,15.0,37.0,22.0
4.8,13.0,34.0,22.0
